employee_id,hire_date,termination_date,department,job_level,termination_reason
EMP1749,10/20/2020,12/16/2020,Marketing,Senior,Involuntary
EMP1750,08/02/2023,,HR,Individual Contributor,
EMP1751,12/02/2022,10/25/2023,Marketing,Individual Contributor,Voluntary
EMP1752,10/05/2023,,Engineering,Director,
EMP1753,08/19/2023,12/23/2023,Marketing,Individual Contributor,Voluntary
EMP1754,08/02/2023,,Customer Support,Individual Contributor,
EMP1755,10/23/2020,03/06/2021,Finance,Individual Contributor,Voluntary
EMP1756,01/22/2023,03/03/2023,Product Development,Manager,Voluntary
EMP1757,05/16/2023,,Engineering,Senior,
EMP1758,02/04/2024,,Sales,Individual Contributor,
EMP1759,03/15/2022,,Sales,Manager,
EMP1760,01/14/2021,03/15/2023,Sales,Director,Involuntary
EMP1761,10/18/2022,11/27/2023,Operations,Senior,Involuntary
EMP1762,12/09/2024,,Customer Support,Manager,
EMP1763,01/26/2023,11/30/2024,Sales,Individual Contributor,Voluntary
EMP1764,11/03/2024,,Sales,Senior,
EMP1765,02/25/2022,07/04/2022,Product Development,Lead,Voluntary
EMP1766,07/19/2022,12/14/2022,Sales,Individual Contributor,Involuntary
EMP1767,12/26/2021,,Operations,Individual Contributor,
EMP1768,09/04/2025,,Marketing,Individual Contributor,
EMP1769,09/10/2021,,Finance,Lead,
EMP1770,01/09/2023,12/07/2023,Marketing,Lead,Voluntary
EMP1771,02/10/2021,12/31/2021,Product Development,Individual Contributor,
EMP1772,01/04/2022,03/04/2024,Finance,Individual Contributor,Voluntary
EMP1773,07/03/2022,,Sales,Senior,
EMP1774,04/12/2022,03/04/2023,Operations,Manager,Involuntary
EMP1775,01/02/2022,05/21/2022,Sales,Individual Contributor,Voluntary
EMP1776,02/18/2023,04/02/2025,Customer Support,Senior,Voluntary
EMP1777,12/12/2021,02/09/2023,Finance,Director,Voluntary
EMP1778,01/23/2021,08/26/2023,Marketing,Senior,Voluntary
EMP1779,08/06/2020,09/09/2022,Marketing,Individual Contributor,Voluntary
EMP1780,03/27/2020,10/28/2021,Sales,Senior,Involuntary
EMP1781,06/19/2021,,HR,Lead,
EMP1782,01/20/2023,05/23/2023,Operations,Individual Contributor,Voluntary
EMP1783,10/14/2024,,Operations,Individual Contributor,
EMP1784,07/09/2023,,Finance,Lead,
EMP1785,04/27/2023,05/30/2023,Sales,Lead,Involuntary
EMP1786,07/12/2020,09/07/2020,HR,Senior,
EMP1787,12/03/2021,10/25/2022,Customer Support,Manager,Voluntary
EMP1788,01/18/2023,06/15/2023,Sales,Senior,Voluntary
EMP1789,05/11/2021,06/27/2023,Marketing,Senior,Voluntary
EMP1790,07/16/2023,,Customer Support,Individual Contributor,
EMP1791,10/19/2023,,Finance,Individual Contributor,
EMP1792,09/15/2023,04/28/2024,Engineering,Individual Contributor,Layoff
EMP1793,01/03/2021,02/06/2023,HR,Individual Contributor,Voluntary
EMP1794,12/28/2023,11/23/2024,Customer Support,Individual Contributor,Voluntary
EMP1795,01/14/2021,,Finance,Lead,
EMP1796,04/26/2023,,Sales,Individual Contributor,
EMP1797,08/21/2022,,Sales,Individual Contributor,
EMP1798,10/04/2021,,Operations,Manager,
EMP1799,09/09/2020,07/29/2023,Product Development,Senior,Involuntary
EMP1800,08/19/2020,07/06/2021,Finance,Individual Contributor,Voluntary
EMP1801,04/20/2023,06/07/2023,Product Development,Individual Contributor,Voluntary
EMP1802,04/13/2021,09/10/2024,Marketing,Individual Contributor,Voluntary
EMP1803,10/24/2024,,HR,Director,
EMP1804,05/03/2021,12/11/2022,Sales,Lead,Involuntary
EMP1805,03/20/2020,02/03/2023,Marketing,Lead,Voluntary
EMP1806,01/07/2020,05/11/2020,Operations,Individual Contributor,Layoff
EMP1807,05/20/2024,,Customer Support,Individual Contributor,
EMP1808,08/09/2025,,HR,Individual Contributor,
EMP1809,03/19/2021,01/19/2024,Marketing,Manager,Voluntary
EMP1810,08/09/2023,,Customer Support,Individual Contributor,
EMP1811,03/23/2021,01/27/2022,HR,Individual Contributor,Involuntary
EMP1812,01/19/2023,,Sales,Lead,
EMP1813,03/17/2024,04/28/2025,Operations,Individual Contributor,Voluntary
EMP1814,08/23/2022,,Operations,Manager,
EMP1815,06/14/2023,10/16/2023,Finance,Individual Contributor,Involuntary
EMP1816,01/05/2023,05/27/2023,Sales,Lead,Involuntary
EMP1817,02/11/2022,,HR,Individual Contributor,
EMP1818,05/03/2022,06/21/2024,Operations,Senior,Involuntary
EMP1819,08/24/2021,01/08/2024,Sales,Lead,Voluntary
EMP1820,08/11/2025,,Customer Support,Individual Contributor,
EMP1821,09/07/2022,02/02/2025,Operations,Individual Contributor,Voluntary
EMP1822,12/26/2023,11/02/2024,Finance,Individual Contributor,Voluntary
EMP1823,03/22/2023,05/02/2023,Product Development,Individual Contributor,Voluntary
EMP1824,10/10/2023,,Operations,Senior,
EMP1825,12/17/2022,11/01/2024,Finance,Manager,Involuntary
EMP1826,01/19/2023,,Marketing,Individual Contributor,
EMP1827,02/16/2023,03/18/2024,Finance,Individual Contributor,Voluntary
EMP1828,03/21/2022,04/25/2022,Marketing,Lead,Involuntary
EMP1829,01/01/2025,02/10/2025,Operations,Senior,Involuntary
EMP1830,12/25/2020,05/21/2021,Marketing,Manager,Voluntary
EMP1831,01/18/2020,,Engineering,Individual Contributor,
EMP1832,04/03/2022,11/07/2024,Engineering,Director,Voluntary
EMP1833,07/20/2022,09/02/2024,Marketing,Individual Contributor,Voluntary
EMP1834,11/28/2022,,Marketing,Individual Contributor,
EMP1835,01/27/2022,,Engineering,Individual Contributor,
EMP1836,06/09/2023,01/21/2024,Operations,Individual Contributor,Voluntary
EMP1837,07/14/2020,,Customer Support,Lead,
EMP1838,09/26/2022,08/11/2024,Finance,Lead,Voluntary
EMP1839,03/13/2022,,Finance,Individual Contributor,
EMP1840,08/11/2022,06/20/2024,Marketing,Individual Contributor,Voluntary
EMP1841,04/28/2022,11/28/2024,HR,Manager,Voluntary
EMP1842,03/19/2023,07/24/2023,Finance,Senior,Voluntary
EMP1843,01/11/2023,11/20/2024,Finance,Senior,Voluntary
EMP1844,06/15/2022,08/13/2022,Customer Support,Senior,Involuntary
EMP1845,12/18/2024,,Marketing,Individual Contributor,
EMP1846,02/16/2025,04/05/2025,Finance,Individual Contributor,Involuntary
EMP1847,07/22/2020,,Marketing,Senior,
EMP1848,12/11/2022,01/19/2025,Marketing,Senior,Voluntary
EMP1849,07/23/2022,,Customer Support,Director,
EMP1850,03/14/2020,01/27/2021,Marketing,Senior,Involuntary
EMP1851,07/26/2020,03/07/2021,Finance,Senior,
EMP1852,07/23/2023,08/27/2023,Sales,Individual Contributor,Voluntary
EMP1853,09/20/2021,05/12/2023,Marketing,Manager,Involuntary
EMP1854,11/11/2023,06/16/2025,Engineering,Manager,Voluntary
EMP1855,09/19/2022,,Engineering,Individual Contributor,
EMP1856,10/08/2021,02/22/2025,Operations,Individual Contributor,Layoff
EMP1857,10/08/2022,02/24/2023,Marketing,Manager,Voluntary
EMP1858,07/25/2023,,Finance,Individual Contributor,
EMP1859,01/09/2023,08/27/2023,Sales,Lead,Involuntary
EMP1860,10/16/2021,11/30/2021,Operations,Individual Contributor,
EMP1861,04/16/2021,11/19/2023,HR,Senior,Involuntary
EMP1862,08/08/2020,06/25/2024,Engineering,Lead,Voluntary
EMP1863,03/26/2023,11/09/2023,Operations,Director,Layoff
EMP1864,02/07/2022,,Finance,Lead,
EMP1865,01/04/2024,02/18/2024,HR,Senior,Voluntary
EMP1866,02/10/2023,06/30/2023,Finance,Manager,Involuntary
EMP1867,02/15/2024,04/03/2024,Engineering,Individual Contributor,Voluntary
EMP1868,08/16/2021,,Marketing,Senior,
EMP1869,01/08/2023,,HR,Individual Contributor,
EMP1870,09/04/2023,,Engineering,Individual Contributor,
EMP1871,02/13/2023,03/28/2023,Product Development,Lead,Voluntary
EMP1872,11/26/2021,,Sales,Senior,
EMP1873,10/25/2025,,Customer Support,Lead,
EMP1874,02/27/2020,03/31/2020,Customer Support,Individual Contributor,Involuntary
EMP1875,08/09/2023,,HR,Senior,
EMP1876,10/27/2020,11/27/2020,Marketing,Senior,
EMP1877,09/05/2020,10/24/2023,Marketing,Individual Contributor,Voluntary
EMP1878,02/13/2020,03/20/2020,Marketing,Individual Contributor,Voluntary
EMP1879,09/07/2021,10/11/2022,Finance,Lead,Layoff
EMP1880,07/09/2021,05/10/2022,Sales,Senior,Voluntary
EMP1881,03/04/2023,04/24/2023,Product Development,Senior,Voluntary
EMP1882,10/17/2021,12/15/2023,Operations,Manager,Layoff
EMP1883,07/22/2020,11/23/2021,Customer Support,Senior,Voluntary
EMP1884,03/23/2024,,Customer Support,Individual Contributor,
EMP1885,08/11/2023,03/24/2024,HR,Individual Contributor,Voluntary
EMP1886,01/24/2022,,Operations,Manager,
EMP1887,07/13/2021,,Operations,Senior,
EMP1888,08/03/2023,09/20/2023,Product Development,Lead,Voluntary
EMP1889,03/01/2021,01/19/2023,Product Development,Individual Contributor,Voluntary
EMP1890,07/24/2021,03/07/2024,Finance,Individual Contributor,Voluntary
EMP1891,03/01/2021,04/15/2021,Product Development,Individual Contributor,
EMP1892,02/01/2022,12/10/2023,Sales,Individual Contributor,Voluntary
EMP1893,01/03/2024,,Customer Support,Individual Contributor,
EMP1894,03/21/2024,05/10/2024,Engineering,Director,Voluntary
EMP1895,02/11/2022,,Engineering,Individual Contributor,
EMP1896,12/23/2021,05/11/2024,Engineering,Senior,Voluntary
EMP1897,01/24/2021,03/06/2021,Product Development,Individual Contributor,Involuntary
EMP1898,12/01/2022,,Operations,Individual Contributor,
EMP1899,05/05/2022,,Marketing,Lead,
EMP1900,06/27/2022,,Finance,Individual Contributor,
EMP1901,01/04/2024,05/15/2024,Sales,Senior,Involuntary
EMP1902,10/05/2021,05/15/2022,Product Development,Senior,Voluntary
EMP1903,02/19/2025,,Sales,Manager,
EMP1904,01/03/2025,02/22/2025,Customer Support,Senior,Involuntary
EMP1905,02/12/2022,04/10/2022,Finance,Senior,Voluntary
EMP1906,03/08/2023,,Sales,Lead,
EMP1907,03/28/2022,11/14/2023,Marketing,Manager,Layoff
EMP1908,07/10/2022,12/01/2022,Finance,Individual Contributor,Involuntary
EMP1909,03/26/2023,05/08/2023,Operations,Manager,Voluntary
EMP1910,01/23/2023,06/11/2024,Engineering,Individual Contributor,Voluntary
EMP1911,09/23/2020,07/30/2021,Marketing,Individual Contributor,Involuntary
EMP1912,08/08/2021,12/23/2022,Finance,Individual Contributor,Involuntary
EMP1913,10/08/2021,,Customer Support,Individual Contributor,
EMP1914,09/12/2021,04/28/2022,Marketing,Individual Contributor,Voluntary
EMP1915,12/19/2021,08/17/2023,Operations,Senior,Voluntary
EMP1916,01/25/2021,,Sales,Individual Contributor,
EMP1917,01/28/2024,12/19/2024,Engineering,Manager,Voluntary
EMP1918,12/03/2021,01/11/2024,Marketing,Individual Contributor,Voluntary
EMP1919,03/10/2021,,Operations,Individual Contributor,
EMP1920,10/13/2022,08/27/2023,Operations,Manager,Voluntary
EMP1921,08/03/2022,09/16/2022,HR,Senior,Voluntary
EMP1922,02/09/2020,07/01/2022,Marketing,Individual Contributor,Voluntary
EMP1923,09/05/2022,,Engineering,Individual Contributor,
EMP1924,08/01/2020,03/10/2021,Marketing,Lead,Layoff
EMP1925,10/21/2022,11/28/2022,Customer Support,Director,Involuntary
EMP1926,02/18/2023,01/11/2025,Finance,Senior,Voluntary
EMP1927,05/25/2024,,Operations,Individual Contributor,
EMP1928,06/26/2023,,Operations,Director,
EMP1929,07/12/2025,,Engineering,Individual Contributor,
EMP1930,01/28/2021,,Operations,Director,
EMP1931,03/15/2020,08/03/2023,Finance,Individual Contributor,Voluntary
EMP1932,10/24/2022,,Marketing,Individual Contributor,
EMP1933,01/05/2021,08/10/2024,Finance,Senior,Involuntary
EMP1934,10/19/2021,,Sales,Lead,
EMP1935,09/21/2023,,Finance,Lead,
EMP1936,12/08/2025,,Sales,Individual Contributor,
EMP1937,07/16/2022,,Operations,Individual Contributor,
EMP1938,04/08/2023,,Customer Support,Senior,
EMP1939,03/23/2020,,Engineering,Individual Contributor,
EMP1940,09/01/2023,,Marketing,Senior,
EMP1941,01/21/2023,,Finance,Individual Contributor,
EMP1942,03/28/2023,,Engineering,Manager,
EMP1943,08/19/2023,10/09/2023,Customer Support,Individual Contributor,Involuntary
EMP1944,08/17/2020,09/25/2023,Customer Support,Individual Contributor,Voluntary
EMP1945,09/21/2023,01/27/2024,Finance,Individual Contributor,Involuntary
EMP1946,03/08/2020,01/23/2021,Sales,Individual Contributor,Involuntary
EMP1947,08/14/2022,,Sales,Individual Contributor,
EMP1948,08/22/2025,,Operations,Individual Contributor,
EMP1949,05/20/2023,,Operations,Individual Contributor,
EMP1950,03/21/2021,05/01/2021,Sales,Individual Contributor,
EMP1951,01/20/2022,,Engineering,Director,
EMP1952,11/07/2022,09/17/2023,HR,Senior,Voluntary
EMP1953,09/24/2021,,Operations,Individual Contributor,
EMP1954,12/03/2021,,Finance,Individual Contributor,
EMP1955,03/11/2021,04/18/2021,Customer Support,Individual Contributor,Involuntary
EMP1956,09/11/2023,10/15/2024,Engineering,Lead,Voluntary
EMP1957,08/03/2023,09/09/2023,Product Development,Individual Contributor,Involuntary
EMP1958,10/11/2021,11/24/2023,HR,Individual Contributor,Voluntary
EMP1959,07/12/2024,,Marketing,Individual Contributor,
EMP1960,04/26/2023,12/01/2023,Operations,Lead,Voluntary
EMP1961,12/22/2022,07/26/2024,Engineering,Senior,Voluntary
EMP1962,09/05/2020,04/22/2025,Engineering,Manager,Voluntary
EMP1963,03/01/2023,10/04/2023,Sales,Director,Layoff
EMP1964,01/13/2023,03/08/2023,Marketing,Individual Contributor,Involuntary
EMP1965,08/12/2021,06/15/2025,HR,Manager,Voluntary
EMP1966,09/18/2021,05/03/2025,Marketing,Individual Contributor,Voluntary
EMP1967,03/15/2020,08/01/2023,Customer Support,Individual Contributor,Voluntary
EMP1968,09/22/2025,,Marketing,Director,
EMP1969,06/14/2022,,Operations,Senior,
EMP1970,10/27/2023,11/28/2023,Marketing,Individual Contributor,Voluntary
EMP1971,11/13/2022,09/17/2024,Marketing,Senior,Involuntary
EMP1972,10/25/2022,12/22/2022,HR,Individual Contributor,Voluntary
EMP1973,04/01/2022,,Operations,Manager,
EMP1974,07/27/2020,06/18/2025,Engineering,Individual Contributor,Voluntary
EMP1975,07/04/2021,,Customer Support,Individual Contributor,
EMP1976,03/10/2021,10/22/2023,Operations,Individual Contributor,Voluntary
EMP1977,04/18/2023,,Marketing,Senior,
EMP1978,09/09/2022,01/17/2025,Sales,Individual Contributor,Layoff
EMP1979,01/11/2023,,Sales,Lead,
EMP1980,06/03/2021,07/26/2021,Customer Support,Individual Contributor,Involuntary
EMP1981,09/08/2021,01/18/2025,Operations,Senior,Layoff
EMP1982,01/02/2024,05/23/2024,Engineering,Individual Contributor,Involuntary
EMP1983,05/28/2023,10/01/2023,Marketing,Individual Contributor,Voluntary
EMP1984,08/10/2023,,Engineering,Individual Contributor,
EMP1985,10/23/2024,06/04/2025,Finance,Senior,Voluntary
EMP1986,09/15/2022,02/07/2025,Engineering,Individual Contributor,Voluntary
EMP1987,04/12/2023,,Customer Support,Senior,
EMP1988,08/28/2021,10/27/2023,Sales,Individual Contributor,Involuntary
EMP1989,08/06/2021,10/05/2021,HR,Senior,Voluntary
EMP1990,01/07/2023,,Operations,Senior,
EMP1991,01/04/2024,,Operations,Individual Contributor,
EMP1992,06/26/2023,08/09/2023,HR,Manager,Involuntary
EMP1993,01/05/2023,11/23/2023,Product Development,Individual Contributor,Voluntary
EMP1994,04/26/2024,,HR,Manager,
EMP1995,08/26/2021,04/01/2022,Customer Support,Lead,Involuntary
EMP1996,03/28/2022,,Customer Support,Individual Contributor,
EMP1997,06/12/2021,07/21/2022,Marketing,Individual Contributor,Voluntary
EMP1998,11/25/2022,04/19/2023,HR,Individual Contributor,Involuntary
EMP1999,03/05/2020,07/26/2020,Marketing,Senior,
EMP2000,10/16/2022,,Sales,Senior,
EMP2001,02/25/2024,,HR,Manager,
EMP2002,09/13/2021,01/20/2023,Customer Support,Senior,Voluntary
EMP2003,05/21/2021,01/11/2025,Operations,Senior,Voluntary
EMP2004,08/13/2023,,Engineering,Senior,
EMP2005,09/13/2023,10/29/2023,Finance,Individual Contributor,Involuntary
EMP2006,01/02/2023,05/21/2023,Customer Support,Individual Contributor,Voluntary
EMP2007,11/18/2022,06/23/2024,Engineering,Individual Contributor,Voluntary
EMP2008,12/04/2022,,HR,Individual Contributor,
EMP2009,02/04/2021,03/08/2021,Sales,Individual Contributor,Voluntary
EMP2010,07/16/2021,12/12/2023,Marketing,Manager,Involuntary
EMP2011,10/15/2021,,Finance,Individual Contributor,
EMP2012,08/27/2020,04/05/2023,Marketing,Individual Contributor,Voluntary
EMP2013,10/19/2024,,Customer Support,Individual Contributor,
EMP2014,03/02/2022,07/15/2022,Finance,Director,Voluntary
EMP2015,07/01/2020,05/30/2021,Sales,Individual Contributor,
EMP2016,02/09/2020,10/02/2020,Finance,Individual Contributor,Voluntary
EMP2017,04/13/2025,,Operations,Individual Contributor,
EMP2018,09/15/2021,07/16/2022,Sales,Individual Contributor,Voluntary
EMP2019,01/26/2025,,Customer Support,Lead,
EMP2020,07/11/2023,11/16/2023,Marketing,Director,Voluntary
EMP2021,01/11/2022,05/20/2022,Sales,Individual Contributor,Involuntary
EMP2022,09/12/2021,07/29/2024,Customer Support,Individual Contributor,Involuntary
EMP2023,12/25/2023,08/11/2024,Marketing,Individual Contributor,Voluntary
EMP2024,06/26/2023,05/21/2024,HR,Manager,Involuntary
EMP2025,01/24/2022,03/20/2025,Operations,Senior,Layoff
EMP2026,12/19/2021,01/22/2024,Marketing,Lead,Involuntary
EMP2027,09/04/2022,01/14/2025,Operations,Manager,Voluntary
EMP2028,07/19/2020,,Marketing,Individual Contributor,
EMP2029,07/12/2020,,Sales,Individual Contributor,
EMP2030,11/04/2022,,Customer Support,Senior,
EMP2031,01/24/2022,05/30/2022,HR,Individual Contributor,Involuntary
EMP2032,09/09/2020,11/05/2022,Product Development,Individual Contributor,Voluntary
EMP2033,04/19/2021,08/28/2021,Operations,Individual Contributor,Voluntary
EMP2034,04/13/2023,,Sales,Manager,
EMP2035,07/15/2021,12/03/2024,Sales,Manager,Voluntary
EMP2036,08/26/2020,,Customer Support,Senior,
EMP2037,02/22/2023,10/01/2023,Customer Support,Lead,Voluntary
EMP2038,03/28/2021,05/07/2022,Finance,Senior,Involuntary
EMP2039,07/25/2024,,Customer Support,Individual Contributor,
EMP2040,12/01/2020,04/25/2022,Finance,Individual Contributor,Voluntary
EMP2041,08/27/2022,12/29/2022,Marketing,Individual Contributor,Involuntary
EMP2042,08/20/2021,12/31/2024,Sales,Lead,Voluntary
EMP2043,07/26/2022,08/26/2022,Marketing,Individual Contributor,Involuntary
EMP2044,02/05/2024,06/20/2024,Customer Support,Senior,Voluntary
EMP2045,08/09/2020,,Operations,Lead,
EMP2046,08/06/2023,06/29/2024,HR,Individual Contributor,Voluntary
EMP2047,10/05/2022,,Sales,Individual Contributor,
EMP2048,11/15/2023,,Engineering,Individual Contributor,
EMP2049,07/27/2022,12/08/2024,Sales,Individual Contributor,Layoff
EMP2050,09/10/2023,,Customer Support,Individual Contributor,
EMP2051,08/05/2021,12/28/2023,Engineering,Individual Contributor,Voluntary
EMP2052,01/04/2020,02/16/2020,Customer Support,Individual Contributor,Voluntary
EMP2053,03/01/2023,,Customer Support,Individual Contributor,
EMP2054,08/06/2021,,Sales,Lead,
EMP2055,03/02/2025,,Marketing,Lead,
EMP2056,09/14/2021,10/31/2021,Sales,Lead,Involuntary
EMP2057,01/05/2021,,HR,Senior,
EMP2058,08/28/2020,12/29/2021,Product Development,Lead,
EMP2059,09/20/2022,04/25/2024,Customer Support,Individual Contributor,Layoff
EMP2060,09/02/2024,,Finance,Manager,
EMP2061,05/04/2024,,Operations,Individual Contributor,
EMP2062,12/07/2021,02/03/2022,HR,Lead,Involuntary
EMP2063,07/06/2022,11/07/2022,Operations,Individual Contributor,Involuntary
EMP2064,02/28/2023,10/07/2023,Product Development,Senior,Voluntary
EMP2065,07/11/2021,06/09/2023,Finance,Individual Contributor,Voluntary
EMP2066,03/27/2023,,Customer Support,Senior,
EMP2067,09/11/2021,04/30/2022,HR,Senior,Voluntary
EMP2068,01/04/2023,05/17/2023,Customer Support,Lead,Voluntary
EMP2069,08/01/2021,12/09/2023,Sales,Individual Contributor,Voluntary
EMP2070,09/05/2023,10/08/2023,Product Development,Senior,Voluntary
EMP2071,07/01/2020,,Marketing,Lead,
EMP2072,02/15/2025,,Operations,Senior,
EMP2073,12/27/2025,,Sales,Individual Contributor,
EMP2074,01/23/2023,02/26/2023,Product Development,Individual Contributor,Involuntary
EMP2075,01/15/2025,,HR,Senior,
EMP2076,02/15/2024,,Marketing,Manager,
EMP2077,02/13/2022,07/09/2022,HR,Senior,Involuntary
EMP2078,08/08/2021,12/16/2021,Sales,Individual Contributor,Involuntary
EMP2079,01/21/2021,,Finance,Manager,
EMP2080,06/07/2022,10/14/2022,Finance,Individual Contributor,Voluntary
EMP2081,08/19/2022,01/16/2023,Customer Support,Senior,Voluntary
EMP2082,08/07/2023,09/25/2023,Finance,Senior,Involuntary
EMP2083,06/28/2025,,Customer Support,Individual Contributor,
EMP2084,01/14/2021,,Operations,Individual Contributor,
EMP2085,05/11/2021,10/02/2024,Finance,Senior,Voluntary
EMP2086,07/14/2022,,Sales,Individual Contributor,
EMP2087,01/16/2021,02/28/2021,Finance,Individual Contributor,
EMP2088,06/24/2023,10/26/2024,Customer Support,Senior,Involuntary
EMP2089,01/19/2023,11/21/2023,HR,Individual Contributor,Involuntary
EMP2090,11/06/2022,06/18/2025,Operations,Individual Contributor,Involuntary
EMP2091,02/16/2023,04/03/2024,Operations,Senior,Voluntary
EMP2092,03/07/2023,10/11/2023,Operations,Director,Voluntary
EMP2093,11/27/2021,,Operations,Lead,
EMP2094,08/03/2023,,Marketing,Manager,
EMP2095,07/25/2020,09/15/2020,Operations,Senior,
EMP2096,03/17/2023,07/27/2023,Sales,Individual Contributor,Voluntary
EMP2097,10/26/2024,,Finance,Senior,
EMP2098,09/12/2025,,Engineering,Senior,
EMP2099,12/07/2020,11/04/2023,Engineering,Lead,Voluntary
EMP2100,12/19/2021,,Operations,Lead,
EMP2101,07/25/2021,09/08/2021,Sales,Director,
EMP2102,09/28/2022,11/05/2022,Customer Support,Senior,Voluntary
EMP2103,12/14/2021,07/18/2022,HR,Individual Contributor,Involuntary
EMP2104,06/24/2023,05/18/2025,Marketing,Individual Contributor,Voluntary
EMP2105,09/07/2020,10/09/2020,Product Development,Individual Contributor,Involuntary
EMP2106,04/06/2021,05/14/2021,Finance,Individual Contributor,Voluntary
EMP2107,08/16/2023,,Marketing,Individual Contributor,
EMP2108,07/05/2022,,HR,Individual Contributor,
EMP2109,01/19/2024,,Operations,Senior,
EMP2110,09/23/2024,11/10/2024,Operations,Senior,Voluntary
EMP2111,11/24/2023,10/01/2024,Marketing,Individual Contributor,Voluntary
EMP2112,01/04/2023,,Operations,Lead,
EMP2113,01/15/2020,02/28/2025,Finance,Lead,Voluntary
EMP2114,01/08/2021,08/24/2021,Product Development,Senior,Involuntary
EMP2115,12/15/2020,02/13/2021,Finance,Senior,
EMP2116,03/08/2021,05/03/2022,Operations,Manager,Involuntary
EMP2117,12/26/2023,05/12/2024,Operations,Senior,Voluntary
EMP2118,11/26/2021,07/14/2022,Product Development,Senior,Voluntary
EMP2119,07/08/2024,11/15/2024,Operations,Lead,Voluntary
EMP2120,07/18/2022,,Customer Support,Senior,
EMP2121,09/09/2023,,Finance,Manager,
EMP2122,08/13/2021,,Operations,Senior,
EMP2123,09/27/2021,,Sales,Lead,
EMP2124,10/03/2021,,Operations,Individual Contributor,
EMP2125,07/22/2020,03/08/2025,Customer Support,Lead,Involuntary
EMP2126,04/01/2021,11/26/2022,Operations,Individual Contributor,Voluntary
EMP2127,06/26/2021,,Sales,Senior,
EMP2128,09/22/2021,02/09/2022,Product Development,Individual Contributor,Voluntary
EMP2129,08/19/2023,09/20/2023,Sales,Individual Contributor,Voluntary
EMP2130,10/12/2020,,Finance,Lead,
EMP2131,09/04/2025,,Operations,Individual Contributor,
EMP2132,05/11/2022,,Marketing,Senior,
EMP2133,03/14/2020,07/17/2020,Marketing,Individual Contributor,Voluntary
EMP2134,02/19/2023,,Sales,Individual Contributor,
EMP2135,10/07/2023,,Engineering,Individual Contributor,
EMP2136,03/21/2020,05/14/2023,Sales,Senior,Voluntary
EMP2137,11/03/2022,,Customer Support,Individual Contributor,
EMP2138,02/12/2022,12/16/2023,Marketing,Senior,Voluntary
EMP2139,03/27/2021,,Sales,Senior,
EMP2140,07/17/2023,11/28/2023,Finance,Manager,Involuntary
EMP2141,05/15/2022,,Marketing,Individual Contributor,
EMP2142,07/01/2024,08/21/2024,Marketing,Individual Contributor,Involuntary
EMP2143,11/24/2022,,Marketing,Individual Contributor,
EMP2144,04/05/2025,05/09/2025,Sales,Senior,Voluntary
EMP2145,04/04/2025,,Customer Support,Individual Contributor,
EMP2146,03/26/2025,,Operations,Individual Contributor,
EMP2147,08/02/2021,,Operations,Senior,
EMP2148,07/12/2024,12/03/2024,Operations,Manager,Voluntary
EMP2149,05/09/2023,,HR,Senior,
EMP2150,09/02/2020,01/14/2021,Operations,Senior,Voluntary
EMP2151,01/25/2022,06/11/2023,Product Development,Lead,Involuntary
EMP2152,01/02/2022,,Engineering,Individual Contributor,
EMP2153,08/16/2020,09/26/2024,Operations,Individual Contributor,Voluntary
EMP2154,04/06/2022,,Marketing,Individual Contributor,
EMP2155,08/26/2021,10/17/2023,Operations,Individual Contributor,Voluntary
EMP2156,01/05/2023,,Customer Support,Individual Contributor,
EMP2157,09/25/2022,11/23/2022,Finance,Individual Contributor,Voluntary
EMP2158,08/07/2022,12/29/2023,Operations,Senior,Layoff
EMP2159,09/27/2023,,Operations,Manager,
EMP2160,05/24/2022,,Operations,Director,
EMP2161,01/10/2021,02/18/2021,Finance,Individual Contributor,Voluntary
EMP2162,07/20/2020,05/28/2025,Sales,Senior,Involuntary
EMP2163,11/13/2024,,Customer Support,Senior,
EMP2164,07/10/2022,,Operations,Senior,
EMP2165,09/24/2022,11/05/2022,Finance,Senior,Voluntary
EMP2166,08/20/2023,,Finance,Individual Contributor,
EMP2167,07/02/2022,05/22/2023,Operations,Senior,Layoff
EMP2168,03/23/2020,05/08/2025,Operations,Individual Contributor,Voluntary
EMP2169,08/20/2021,09/27/2021,HR,Senior,Voluntary
EMP2170,02/10/2022,06/15/2024,Engineering,Individual Contributor,Involuntary
EMP2171,09/20/2020,11/15/2023,Finance,Senior,Voluntary
EMP2172,09/11/2024,,Customer Support,Director,
EMP2173,11/23/2020,,Customer Support,Lead,
EMP2174,01/05/2021,05/22/2021,HR,Lead,Voluntary
EMP2175,09/22/2022,02/04/2023,Finance,Individual Contributor,Voluntary
EMP2176,02/25/2021,07/12/2021,Product Development,Senior,
EMP2177,07/27/2022,,Customer Support,Individual Contributor,
EMP2178,07/02/2021,,Customer Support,Senior,
EMP2179,01/07/2020,11/25/2020,HR,Individual Contributor,
EMP2180,09/08/2023,,Engineering,Individual Contributor,
EMP2181,01/15/2022,05/25/2024,Finance,Individual Contributor,Involuntary
EMP2182,09/15/2022,,HR,Senior,
EMP2183,07/24/2023,12/17/2023,Product Development,Individual Contributor,Involuntary
EMP2184,01/06/2022,03/01/2022,Product Development,Senior,Involuntary
EMP2185,03/11/2022,10/29/2023,Marketing,Senior,Voluntary
EMP2186,09/14/2024,,Sales,Senior,
EMP2187,11/24/2022,,Sales,Individual Contributor,
